sku_id,line_id,ip,character,character_en,name_ja,name_en,aliases,variant,design_variants,msrp_jpy,price_basis,acquisition_type,currency,design_count,set_components,bonus_of,availability_hint,availability_confidence,typical_channels,region,platform,edition,width_mm,height_mm,depth_mm,weight_g,jan,isbn,catalog_number,official,rerelease_dates,source_url,verified,notes
ichiban-kuji-kh-linking-hearts-e-handtowel,ichiban-kuji-kh-linking-hearts,kingdom-hearts,,,一番くじ KINGDOM HEARTS -Linking Hearts- E賞 タオルセレクション(ハンドタオル),Ichiban Kuji Kingdom Hearts Linking Hearts Prize E Towel Selection (Hand Towel),E賞|E賞ハンドタオル|タオルセレクション|Prize E Hand Towel,E賞(ハンドタオル),,790,draw_price,kuji,JPY,3,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh4,true,全5種(ハンドタオル3種+ランチョンマット2種)のうちハンドタオル分。個別デザインの内訳は公式ページに記載なし。公式サイズ表記は「約25cm」のみで内訳なしのため寸法欄は空欄。似て非なる商品：同じE賞のランチョンマット版(ichiban-kuji-kh-linking-hearts-e-placemat)とは形状・サイズ違い。
ichiban-kuji-kh-linking-hearts-e-placemat,ichiban-kuji-kh-linking-hearts,kingdom-hearts,,,一番くじ KINGDOM HEARTS -Linking Hearts- E賞 タオルセレクション(ランチョンマット),Ichiban Kuji Kingdom Hearts Linking Hearts Prize E Towel Selection (Placemat),E賞|E賞ランチョンマット|タオルセレクション|Prize E Placemat,E賞(ランチョンマット),,790,draw_price,kuji,JPY,2,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh4,true,全5種(ハンドタオル3種+ランチョンマット2種)のうちランチョンマット分。デスクマットとしても使用可。個別デザインの内訳は公式ページに記載なし。公式サイズ表記は「約35cm」のみで内訳なしのため寸法欄は空欄。似て非なる商品：同じE賞のハンドタオル版(ichiban-kuji-kh-linking-hearts-e-handtowel)とは形状・サイズ違い。
ichiban-kuji-kh-linking-hearts-f,ichiban-kuji-kh-linking-hearts,kingdom-hearts,,,一番くじ KINGDOM HEARTS -Linking Hearts- F賞 デザインタンブラー,Ichiban Kuji Kingdom Hearts Linking Hearts Prize F Design Tumbler,F賞|F賞タンブラー|デザインタンブラー|Prize F Tumbler|F Prize,F賞,,790,draw_price,kuji,JPY,5,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh4,true,全5種(選べる)。ブラックカラーのタンブラー、ペンスタンドとしても使用可。個別デザイン名の記載は公式ページになし。公式サイズ表記は「約11cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-linking-hearts-g-kingdomchain,ichiban-kuji-kh-linking-hearts,kingdom-hearts,,,一番くじ KINGDOM HEARTS -Linking Hearts- G賞 キーブレードチャームコレクション(キングダムチェーン),Ichiban Kuji Kingdom Hearts Linking Hearts Prize G Keyblade Charm (Kingdom Chain),G賞|G賞キングダムチェーン|キングダムチェーンチャーム|キングダムチェーン|Prize G Kingdom Chain Charm,G賞(キングダムチェーン),,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh4,true,全8種のうち1種。「キングダムチェーン」は過去のくじからの再登場。選べません(ランダム)。公式サイズ表記は「約5cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-linking-hearts-g-others,ichiban-kuji-kh-linking-hearts,kingdom-hearts,,,一番くじ KINGDOM HEARTS -Linking Hearts- G賞 キーブレードチャームコレクション(新規7種),Ichiban Kuji Kingdom Hearts Linking Hearts Prize G Keyblade Charm (New Designs),G賞|G賞チャーム|キーブレードチャームコレクション|Prize G Charm,G賞(新規7種),,790,draw_price,kuji,JPY,7,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh4,true,全8種のうち「キングダムチェーン」を除く新規造形7種をまとめた行(うち1種は『KINGDOM HEARTS Missing-Link』の新キーブレードを初立体化)。個別デザインの内訳は公式ページに記載なし。選べません(ランダム)。公式サイズ表記は「約5cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-linking-hearts-lastone,ichiban-kuji-kh-linking-hearts,kingdom-hearts,ロクサス,Roxas,一番くじ KINGDOM HEARTS -Linking Hearts- ラストワン賞 ロクサス スタチュー,Ichiban Kuji Kingdom Hearts Linking Hearts Last One Prize Roxas Statue,ラストワン賞|ラストワン賞ロクサス|ロクサススタチュー|Prize Last One Roxas Statue,ラストワン賞,,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh4,true,ロクサスの精神世界を描いた美麗イラストを初立体化。ステンドグラスのような背景パーツ。公式ページに他の賞と異なり「全1種」等の種類数表記はない。公式サイズ表記は「約14cm」のみで内訳なしのため寸法欄は空欄。似て非なる商品：A賞のソラスタチューと対をなすデザイン。
ichiban-kuji-kh-25th-anniversary-a,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,ソラ,Sora,一番くじ KINGDOM HEARTS -25th Anniversary- A賞 ソラ スタチュー,Ichiban Kuji Kingdom Hearts 25th Anniversary Prize A Sora Statue,A賞|A賞ソラ|ソラスタチュー|Prize A Sora Statue|A Prize,A賞,,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全1種。ソラの美麗イラストのスタチュー、ステンドグラスのような背景パーツ(前弾Linking HeartsのA賞と同系統デザインと明記)。公式サイズ表記は「約15cm」のみで内訳なしのため寸法欄は空欄。本作のダブルチャンスキャンペーン対象はラストワン賞。似て非なる商品：ラストワン賞のリクスタチューと対になるデザイン。
ichiban-kuji-kh-25th-anniversary-b,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,,,一番くじ KINGDOM HEARTS -25th Anniversary- B賞 ブランケット,Ichiban Kuji Kingdom Hearts 25th Anniversary Prize B Blanket,B賞|B賞ブランケット|Prize B Blanket|B Prize,B賞,,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全1種。ソラたちの美麗イラストをデザインしたブランケット、タペストリーとしても使用可。公式サイズ表記は「約90cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-c-mickey,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,ミッキー,King Mickey,一番くじ KINGDOM HEARTS -25th Anniversary- C賞 デスクトップフィギュア(王様),Ichiban Kuji Kingdom Hearts 25th Anniversary Prize C Desktop Figure (King Mickey),C賞|C賞王様|王様|デスクトップフィギュア ミッキー|Prize C King Mickey|Mickey Desktop Figure,C賞(王様),,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全3種(選べない)のうち1種。公式サイズ表記は「約10cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-c-donald,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,ドナルド,Donald Duck,一番くじ KINGDOM HEARTS -25th Anniversary- C賞 デスクトップフィギュア(ドナルドダック),Ichiban Kuji Kingdom Hearts 25th Anniversary Prize C Desktop Figure (Donald Duck),C賞|C賞ドナルド|デスクトップフィギュア ドナルド|Prize C Donald|Donald Desktop Figure,C賞(ドナルドダック),,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全3種(選べない)のうち1種。公式サイズ表記は「約10cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-c-goofy,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,グーフィー,Goofy,一番くじ KINGDOM HEARTS -25th Anniversary- C賞 デスクトップフィギュア(グーフィー),Ichiban Kuji Kingdom Hearts 25th Anniversary Prize C Desktop Figure (Goofy),C賞|C賞グーフィー|デスクトップフィギュア グーフィー|Prize C Goofy|Goofy Desktop Figure,C賞(グーフィー),,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全3種(選べない)のうち1種。公式サイズ表記は「約10cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-d,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,,,一番くじ KINGDOM HEARTS -25th Anniversary- D賞 アートディッシュ,Ichiban Kuji Kingdom Hearts 25th Anniversary Prize D Art Dish,D賞|D賞アートディッシュ|Prize D Art Dish|D Prize,D賞,,790,draw_price,kuji,JPY,2,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全2種(選べる)。KHの美麗イラストを陶磁器の皿に表現。個別デザイン名の記載は公式ページになし。公式サイズ表記は「約17cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-e,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,,,一番くじ KINGDOM HEARTS -25th Anniversary- E賞 ハンドタオルセレクション,Ichiban Kuji Kingdom Hearts 25th Anniversary Prize E Hand Towel Selection,E賞|E賞ハンドタオル|ハンドタオルセレクション|Prize E Hand Towel Selection|E Prize,E賞,ハーフタオル(2枚セット)|プリントタオル,790,draw_price,kuji,JPY,8,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全8種(選べる)。ハーフタオル(2枚セット、約25cm)とプリントタオル(約25cm)の2形式(design_variants列参照)。各形式内の個別デザイン名・種類数は公式ページに記載なし。サイズはいずれも約25cmだが「2枚セット」等の形式差があるため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-f,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,,,一番くじ KINGDOM HEARTS -25th Anniversary- F賞 ワールドロゴラバーチャーム,Ichiban Kuji Kingdom Hearts 25th Anniversary Prize F World Logo Rubber Charm,F賞|F賞ラバーチャーム|ワールドロゴラバーチャーム|Prize F World Logo Charm|F Prize,F賞,,790,draw_price,kuji,JPY,7,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全7種(選べる)。KHシリーズ各ワールドのロゴをモチーフにしたラバーチャーム(G賞のキーブレードチャームと同じワールドモチーフで揃えられる旨の記載あり)。個別デザイン名の記載は公式ページになし。公式サイズ表記は「約7.5cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-g-kingdomchain,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,,,一番くじ KINGDOM HEARTS -25th Anniversary- G賞 キーブレードチャームコレクション(キングダムチェーン),Ichiban Kuji Kingdom Hearts 25th Anniversary Prize G Keyblade Charm (Kingdom Chain),G賞|G賞キングダムチェーン|キングダムチェーンチャーム|キングダムチェーン|Prize G Kingdom Chain Charm,G賞(キングダムチェーン),,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全8種(選べない)のうち1種。過去のくじからの再登場。公式サイズ表記は「約5cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-g-crystalsnow,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,,,一番くじ KINGDOM HEARTS -25th Anniversary- G賞 キーブレードチャームコレクション(クリスタルスノウ),Ichiban Kuji Kingdom Hearts 25th Anniversary Prize G Keyblade Charm (Crystal Snow),G賞|G賞クリスタルスノウ|クリスタルスノウチャーム|Prize G Crystal Snow Charm,G賞(クリスタルスノウ),,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全8種(選べない)のうち1種。過去のくじからの再登場。公式サイズ表記は「約5cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-g-favdeputy,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,,,一番くじ KINGDOM HEARTS -25th Anniversary- G賞 キーブレードチャームコレクション(ファボデピュティ),Ichiban Kuji Kingdom Hearts 25th Anniversary Prize G Keyblade Charm (Favorite Deputy),G賞|G賞ファボデピュティ|ファボデピュティチャーム|Prize G Favorite Deputy Charm,G賞(ファボデピュティ),,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全8種(選べない)のうち1種。過去のくじからの再登場。公式サイズ表記は「約5cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-g-others,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,,,一番くじ KINGDOM HEARTS -25th Anniversary- G賞 キーブレードチャームコレクション(新規5種),Ichiban Kuji Kingdom Hearts 25th Anniversary Prize G Keyblade Charm (New Designs),G賞|G賞チャーム|キーブレードチャームコレクション|Prize G Charm|G Prize|Ultima Weapon,G賞(新規5種),,790,draw_price,kuji,JPY,5,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,全8種(選べない)のうち、キングダムチェーン・クリスタルスノウ・ファボデピュティの3種を除く新規造形5種をまとめた行。個別デザインの内訳は公式ページに記載なし。公式サイズ表記は「約5cm」のみで内訳なしのため寸法欄は空欄。
ichiban-kuji-kh-25th-anniversary-lastone,ichiban-kuji-kh-25th-anniversary,kingdom-hearts,リク,Riku,一番くじ KINGDOM HEARTS -25th Anniversary- ラストワン賞 リク スタチュー,Ichiban Kuji Kingdom Hearts 25th Anniversary Last One Prize Riku Statue,ラストワン賞|ラストワン賞リク|リクスタチュー|Prize Last One Riku Statue,ラストワン賞,,790,draw_price,kuji,JPY,,,,jp_secondhand_only,,mercari|yahoo_auctions|surugaya|mandarake,JP,,,,,,,,,,true,,https://1kuji.com/products/disney_kh5,true,一番くじでは初立体化となるリクの美麗イラストをスタチュー化。ステンドグラスのような背景パーツ。A賞のソラスタチューと対になるデザイン。公式ページに他の賞と異なり「全1種」等の種類数表記はない。公式サイズ表記は「約15cm」のみで内訳なしのため寸法欄は空欄。ダブルチャンスキャンペーンでも同一賞品が別途50個当選(お一人1回まで)。
kh-bbs-358-ost-signed-lottery-2026-cd,kh-bbs-358-ost-signed-lottery-2026,kingdom-hearts,,,【抽選応募】【サイン入り商品】KINGDOM HEARTS Birth by Sleep & 358/2 Days Original Soundtrack,[Lottery][Signed] Kingdom Hearts Birth by Sleep & 358/2 Days Original Soundtrack,BbSサントラサイン入り|SQEX-11140-2S|下村陽子サイン入りCD|Yoko Shimomura signed OST,サイン入り版,,3981,msrp,novelty,JPY,,,kh-ost-bbs-358-2024,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,,,,,SQEX-11140-2S,true,,https://store.jp.square-enix.com/estore/g/gSQEX-11140-2S/,true,CD3枚組・全80曲、下村陽子氏の直筆サイン入り。収録内容は無印版(kh-ost-bbs-358-2024 SQEX-11140-2、および2011年の初出版 kh-ost-bbs-358-2011 SQEX-10213-5)と同一。抽選販売(応募〜2026-09-22)、1人1点限定、サイン記入のため開封済み。
kh2-form-ism-axel,kh2-form-ism,kingdom-hearts,アクセル,Axel,キングダム ハーツII フォルミズム アクセル,Kingdom Hearts II FORM-ISM Axel,フォルミズムアクセル|MKH09712|FORM-ISM Axel,,,11000,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,80,190,140,,,,,true,,https://store.jp.square-enix.com/estore/g/gMKH09712/,true,発売日2026-12-26(予約商品)。素材PVC・ABS。コートをなびかせた姿を立体化。1人10個まで。似て非なる商品：同シリーズのロクサス(kh2-form-ism-roxas)とは発売時期・キャラが異なる別商品。
kh2-form-ism-roxas,kh2-form-ism,kingdom-hearts,ロクサス,Roxas,キングダム ハーツII フォルミズム ロクサス,Kingdom Hearts II FORM-ISM Roxas,フォルミズムロクサス|MKH09706|FORM-ISM Roxas,,,7480,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,,,,,,true,,https://store.jp.square-enix.com/estore/g/gMKH09706/,true,発売日2026-05-30。公式サイズ表記は「約18cm」のみで内訳なしのため寸法欄は空欄。台座はクリアパーツ製、キーブレードを構える姿を立体化。品切れ中。似て非なる商品：同シリーズのアクセル(kh2-form-ism-axel)とは発売時期・キャラが異なる別商品。
kh-quilted-backpack-2026,kh-quilted-backpack-2026,kingdom-hearts,,,キングダム ハーツ / キルティングリュック,Kingdom Hearts Quilted Backpack,KHキルティングリュック|モノグラムリュック|MKH09709,,,23100,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,270,360,150,,,,,true,,https://store.jp.square-enix.com/estore/g/gMKH09709/,true,素材：合成皮革・ポリエステル。モノグラムのキルティングデザイン、外ポケット・内ポケット付き。特定キャラクター名の記載なし。
kh-mini-clear-poster-box-2026,kh-mini-clear-poster-box-2026,kingdom-hearts,,,キングダム ハーツ / ミニクリアポスターコレクション 12個入りBOX,Kingdom Hearts Mini Clear Poster Collection (Box of 12),KHミニクリアポスター|MKH09700-BOX,,,9900,msrp,blind,JPY,12,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,210,297,,,,,,true,,https://store.jp.square-enix.com/estore/g/gMKH09700-BOX/,true,素材：PP(ポリプロピレン)。ブラインド仕様、全12種のうち何が入るか外から分からず、1箱(12個)でも全種類揃うとは限らないと明記。個別キャラクターの内訳は公式ページに記載なし。
kh-donald-wand-replica-2026,kh-donald-wand-replica-2026,kingdom-hearts,ドナルド,Donald Duck,キングダム ハーツ / ライトアップ まどうしの杖,Kingdom Hearts Light-Up Sorcerer's Wand (Donald),まどうしの杖|ドナルド杖レプリカ|MKH09671,,,9900,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,104,400,116,,,,,true,,https://store.jp.square-enix.com/estore/g/gMKH09671/,true,素材ABS樹脂。ボタン押下で先端が発光。単4電池3本使用(別売)。手持ちサイズの復刻版(元となった過去商品は公式ページに記載なし)。品切れ中。
kh-acrylic-stand-shuuketsu,kh-acrylic-stand-reprint-2025-10,kingdom-hearts,,,キングダム ハーツIII / アクリルスタンド ＜集結＞,Kingdom Hearts III Acrylic Stand -Gathering-,KH3アクリルスタンド集結|MKH09182-2|KH3 Acrylic Stand Gathering,集結,,3850,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,100,148,40,,,,,true,2025-10-04,https://store.jp.square-enix.com/estore/g/gMKH09182-2/,true,対象作品：キングダム ハーツIII。アクリルサイズ(パネル単体)は約W190×H280mm、上記寸法欄は組立サイズ。追加生産分(再販)、残り僅か。
kh-acrylic-stand-namiuchigiwa,kh-acrylic-stand-reprint-2025-10,kingdom-hearts,,,キングダム ハーツ / アクリルスタンド 波打ち際,Kingdom Hearts Acrylic Stand -Wave's Edge-,KHアクリルスタンド波打ち際|MKH09545-1,波打ち際,,1650,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,,,,,,true,2025-10-04,https://store.jp.square-enix.com/estore/g/gMKH09545-1/,true,対象タイトルの明記なし(シリーズ全般)。公式サイズ表記は「約H104mm」のみで内訳なしのため寸法欄は空欄。追加生産分(再販)。
kh3-acrylic-stand-sora-yakusoku,kh-acrylic-stand-reprint-2025-10,kingdom-hearts,ソラ,Sora,キングダム ハーツIII / アクリルスタンド ソラ（約束）,Kingdom Hearts III Acrylic Stand -Sora (Promise)-,KH3アクリルスタンドソラ約束|MKH09547-1,ソラ（約束）,,1650,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,,,,,,true,2025-10-04,https://store.jp.square-enix.com/estore/g/gMKH09547-1/,true,対象作品：キングダム ハーツIII。公式サイズ表記は「約H114mm」のみで内訳なしのため寸法欄は空欄。カイリ（約束）版アクリルスタンドとつなげて飾れる旨の記載あり(カイリ版は当データ未収録)。追加生産分(再販)、品切れ中。
kh-acrylic-stand-kaze,kh-acrylic-stand-reprint-2025-10,kingdom-hearts,,,キングダム ハーツ / アクリルスタンド 風,Kingdom Hearts Acrylic Stand -Wind-,KHアクリルスタンド風|MKH09549-1,風,,1650,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,,,,,,true,2025-10-04,https://store.jp.square-enix.com/estore/g/gMKH09549-1/,true,対象タイトルの明記なし(シリーズ全般)。公式サイズ表記は「約119mm(高さ)」のみで内訳なしのため寸法欄は空欄。追加生産分(再販)。
kh-acrylic-stand-yokan,kh-acrylic-stand-reprint-2025-10,kingdom-hearts,,,キングダム ハーツ / アクリルスタンド 予感,Kingdom Hearts Acrylic Stand -Premonition-,KHアクリルスタンド予感|MKH09551-1,予感,,3850,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,278.5,191,3,,,,,true,2025-10-04,https://store.jp.square-enix.com/estore/g/gMKH09551-1/,true,「ゲームソフトのパッケージに使用されたイラスト」との記載のみで対象タイトル名の明記なし。背景とキャラクターパーツが分かれた立体感あるデザイン。追加生産分(再販)。
kh2-acrylic-stand-heart,kh-acrylic-stand-reprint-2025-10,kingdom-hearts,,,キングダム ハーツII / アクリルスタンド ハート,Kingdom Hearts II Acrylic Stand -Heart-,KH2アクリルスタンドハート|MKH09552-1,ハート,,3850,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,278.5,191,3,,,,,true,2025-10-04,https://store.jp.square-enix.com/estore/g/gMKH09552-1/,true,対象作品：キングダム ハーツII。背景とキャラクターパーツが分かれた立体感あるデザイン。追加生産分(再販)。
kh-com-acrylic-stand-deck,kh-acrylic-stand-reprint-2025-10,kingdom-hearts,,,キングダム ハーツ チェイン オブ メモリーズ / アクリルスタンド デッキ,Kingdom Hearts Chain of Memories Acrylic Stand -Deck-,KHCoMアクリルスタンドデッキ|MKH09608-1,デッキ,,1650,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,,,,,,true,2025-10-04,https://store.jp.square-enix.com/estore/g/gMKH09608-1/,true,対象作品：キングダム ハーツ チェイン オブ メモリーズ。公式サイズ表記は「キャラクターパーツ約H113mm」のみで内訳なしのため寸法欄は空欄。追加生産分(再販)。
kh-com-acrylic-stand-card,kh-acrylic-stand-reprint-2025-10,kingdom-hearts,,,キングダム ハーツ チェイン オブ メモリーズ / アクリルスタンド カード,Kingdom Hearts Chain of Memories Acrylic Stand -Card-,KHCoMアクリルスタンドカード|MKH09609-1,カード,,1650,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,,,,,,true,2025-10-04,https://store.jp.square-enix.com/estore/g/gMKH09609-1/,true,対象作品：キングダム ハーツ チェイン オブ メモリーズ。公式サイズ表記は「キャラクターパーツ約H113mm」のみで内訳なしのため寸法欄は空欄。追加生産分(再販)、品切れ中。
kh-acrylic-stand-sora,kh-acrylic-stand-reprint-2025-10,kingdom-hearts,ソラ,Sora,キングダム ハーツ / アクリルスタンド ソラ,Kingdom Hearts Acrylic Stand -Sora-,KHアクリルスタンドソラ|MKH09611-1,ソラ,,1650,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,,,,,,true,2025-10-04,https://store.jp.square-enix.com/estore/g/gMKH09611-1/,true,対象タイトルの明記なし(シリーズ全般)。公式サイズ表記は「キャラパーツ約H98mm」のみで内訳なしのため寸法欄は空欄。追加生産分(再販)。
kh2-hairclip-halloweentown-a,kh-hairclip-halloweentown-a-2025,kingdom-hearts,,,キングダム ハーツII ヘアクリップセット ハロウィンタウンA,Kingdom Hearts II Hair Clip Set Halloween Town A,ハロウィンタウンヘアクリップA|MKH09602-1,ハロウィンタウンA,,1980,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,52,40,14,,,,,true,2025-09-27,https://store.jp.square-enix.com/estore/g/gMKH09602-1/,true,素材PVC・鉄。2種1セットのうち王冠部分のみサイズ記載(もう1種は記載なし)。追加生産分(再販)。似て非なる商品：型番末尾「A」から別デザインの「B」セットが存在する可能性があるが未確認。
kh2-gaming-mousepad-2025,kh2-gaming-mousepad-2025,kingdom-hearts,,,キングダム ハーツII / ゲーミングマウスパッド,Kingdom Hearts II Gaming Mouse Pad,KH2ゲーミングマウスパッド|MKH09657,,,3850,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,800,400,3,,,,,true,,https://store.jp.square-enix.com/estore/g/gMKH09657/,true,素材ポリエステル。デスク全面に敷ける大型マウスパッド。似て非なる商品：マウスパッドVol.6(kh-mousepad-vol6-2025)とは別商品(円形・小型)。
kh-mousepad-vol6-2025,kh-mousepad-vol6-2025,kingdom-hearts,,,キングダム ハーツ / マウスパッド Vol.6,Kingdom Hearts Mouse Pad Vol.6,KHマウスパッドVol6|ステンドグラスマウスパッド|MKH09659,Vol.6,,1650,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,,,3,,,,,true,,https://store.jp.square-enix.com/estore/g/gMKH09659/,true,素材ポリエステル。直径約200mm・厚さ約3mmの円形のため、width_mm/height_mmは空欄(depth_mmのみ厚さを記載)。ステンドグラス調イラスト。「Vol.6」の表記からVol.1〜5等の他デザインが存在するとみられるが本データには未収録。似て非なる商品：ゲーミングマウスパッド(kh2-gaming-mousepad-2025)とは別商品。
kh2-plush-sora-osuwari,kh-plush-reprint-2025-11,kingdom-hearts,ソラ,Sora,キングダム ハーツ シリーズ ぬいぐるみ ＜KH II ソラ＞,Kingdom Hearts Series Plush -KH II Sora-,KH2おすわりソラぬいぐるみ|MKH09310-1,おすわりぬいぐるみ,,4180,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,170,190,140,,,,,true,2025-11-15,https://store.jp.square-enix.com/estore/g/gMKH09310-1/,true,対象作品：キングダム ハーツII。ディフォルメされた「おすわりぬいぐるみ」タイプ、手足固定なし。追加生産分(再販)、品切れ中。
kh-plush-shadow,kh-plush-reprint-2025-11,kingdom-hearts,シャドウ,Shadow,キングダム ハーツ ぬいぐるみ シャドウ,Kingdom Hearts Plush -Shadow-,シャドウぬいぐるみ|MKH10002-7|Shadow Heartless Plush,,,3520,msrp,retail,JPY,,,,jp_retail_new,,e-store|mercari|yahoo_auctions,JP,,,120,240,120,190,,,,true,2025-11-15,https://store.jp.square-enix.com/estore/g/gMKH10002-7/,true,素材ポリエステル。ハートレス「シャドウ」。手足固定なしで座らせたり寝かせたりできる設計。追加生産分(再販)、品切れ中。
